site,type,country,bu,id,kind,name,sitename,place,location,owner,plantname
log,harness,thailand,th,LOG-KDC-PL-01,Portable Ladder,คลังสินค้าขอนแก่น KDC-PL-01,คลังสินค้าขอนแก่น,สิวะดลบริหารสินค้า สาขาขอนแก่น,"16.47420039225309, 102.84481259425142",บริษัท สิวะดลบริหารสินค้า จำกัด,คลังสินค้าขอนแก่น
log,harness,thailand,th,LOG-KDC-PL-02,Portable Ladder,คลังสินค้าขอนแก่น KDC-PL-02,คลังสินค้าขอนแก่น,สิวะดลบริหารสินค้า สาขาขอนแก่น,"16.47420039225309, 102.84481259425142",บริษัท สิวะดลบริหารสินค้า จำกัด,คลังสินค้าขอนแก่น
log,harness,thailand,th,LOG-UDC-PL-01,Portable Ladder,คลังสินค้าอุดรธานี UDC-PL-01,คลังสินค้าอุดรธานี,บริษัท ปูนซีเมนต์นครหลวง จำกัด (มหาชน) ศูนย์กระจายสินค้าอุดรธานี,"17.33549696163482, 102.83515426429938",บริษัท สิวะดลบริหารสินค้า จำกัด,คลังสินค้าอุดรธานี
log,harness,thailand,th,LOG-UDC-PL-02,Portable Ladder,คลังสินค้าอุดรธานี UDC-PL-02,คลังสินค้าอุดรธานี,บริษัท ปูนซีเมนต์นครหลวง จำกัด (มหาชน) ศูนย์กระจายสินค้าอุดรธานี,"17.33549696163482, 102.83515426429938",บริษัท สิวะดลบริหารสินค้า จำกัด,คลังสินค้าอุดรธานี
log,emergency,thailand,th,LOG-EL.OB.2.06,Emergency Light,,,สำนักงานตึก 1 ชั้น2 ห้องประชุมสันติสุข,,CTC,
log,emergency,thailand,th,LOG-EL.OB.2.07,Emergency Light,,,สำนักงานตึก1 บันไดทางขึ้นชั้น 3,,CTC,
log,emergency,thailand,th,LOG-EL.TC.2.02,Emergency Light,,,อาคาร Lab ชั้น2 ห้องประชุมปทุม 2,,CTC,
log,emergency,thailand,th,LOG-EL.TC.2.03,Emergency Light,,,ห้องพักรับรอง ชั้น2 อาคารหอประชุม,,CTC,
log,emergency,thailand,th,LOG-EL.OB.G.02,Emergency Light,,,สำนักงานตึก1 ชั้น1 ฝั่ง PDD ห้องประชุมเล็ก PDD,,PDD,
log,emergency,thailand,th,LOG-EL.OF.01,Emergency Light,,,อาคาร Lab ชั้น1 ออฟฟิศ PDD,,PDD,
log,emergency,thailand,th,LOG-EL.OF.03,Emergency Light,,,อาคาร Lab ชั้น1 พื้นที่ทดสอบ Trial  Mix  PDD,,PDD,
log,emergency,thailand,th,LOG-EL.OB.G.01,Emergency Light,,,สำนักงานตึก1 ชั้น1 ฝั่งCTC พื้นที่รวม,,CTC,
log,emergency,thailand,th,LOG-EL.OB.1.05,Emergency Light,,,สำนักงานตึก1 บันไดทางขึ้นชั้น 2,,CTC,
log,emergency,thailand,th,LOG-EL.TC.2.01,Emergency Light,,,อาคาร Lab ชั้น2 ห้องประชุมปทุม 1,,CTC,
log,emergency,thailand,th,LOG-EL.OB.G.03,Emergency Light,,,สำนักงานตึก1 ชั้น1 ฝั่ง PDD ห้องทำงานพี่ ดร.วันเฉลิม,,PDD,
log,emergency,thailand,th,LOG-EL.OB.G.04,Emergency Light,,,สำนักงานตึก1 ชั้น1 ฝั่ง PDD พื้นที่รวม,,PDD,
log,emergency,thailand,th,LOG-EL.OF.02,Emergency Light,,,อาคาร Lab ชั้น1 พื้นที่ทดสอบ Trial  Mix  PDD,,PDD,
log,extinguisher,thailand,th,LOG-KDC-FE-004,Dry chemical,,,คลัง B ข้างประตู,คลังสินค้าขอนแก่น ชั้น 1,คลังสินค้าขอนแก่น,
log,extinguisher,thailand,th,LOG-KDC-FE-005,Dry chemical,,,คลัง A ข้างประตู,คลังสินค้าขอนแก่น ชั้น 1,คลังสินค้าขอนแก่น,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-002,BF2000,,,ทางเดินสำนักงานจัดส่ง,office ชั้น 1,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-008,Dry chemical,,,บันไดทางขึ้นชั้น2,office ชั้น 2,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-021,BF2000,,,,MDB&MCC1,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-034,BF2000,,,,PM Office,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-PK-PLOC.012,Dry chemical,,,อาคารจุด Gat-In ( Y.1 ) ช่องที่ 3,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PK-PLOC.015,Dry chemical,,,อาคารจุด Gat-In ( Y.1 ) ช่องที่ 4,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PLOC.036,Dry chemical,,,ป้อม รปภ.,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PLOC.042,Dry chemical,,,ร้านที่ 5 ร้านป้าแหวง,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PLOC.051,Dry chemical,,,ร้านผลไม้,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PP2-1-003,Dry chemical,,,ภายในอาคาร Big Bag T1.,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-1-012,CO2,,,ข้างห้อง Compressor Silo T1.,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-2-016,Dry chemical,,,หน้าห้องประชุม T1.,Packing 2ชั้น 2,Packing,
log,extinguisher,thailand,th,LOG-PP2-2-023,Dry chemical,,,หลังเครื่องบรรจุ Roto PM.3,Packing 2ชั้น 2,Packing,
log,extinguisher,thailand,th,LOG-PP2-2-024,Dry chemical,,,หลังเครื่องบรรจุ Roto PM.3,Packing 2ชั้น 2,Packing,
log,extinguisher,thailand,th,LOG-PP2-3-025,Dry chemical,,,หน้าบันไดชั้นที่ 3,Packing 2ชั้น 3,Packing,
log,extinguisher,thailand,th,LOG-PP2-3-037,Dry chemical,,,ภายในอาคาร New Big Bag,Packing 2ชั้น 3,Packing,
log,extinguisher,thailand,th,LOG-PP2-1-052,Dry chemical,,,เสาทางออกช่องที่ 2 New W/H,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-5-074,Dry chemical,,,ติดประตูทางเข้าชั้นที่ 5,Packing 2ชั้น 5,Packing,
log,extinguisher,thailand,th,LOG-PP2-8-077,Dry chemical,,,ติดประตูทางเข้าชั้นที่ 8,Packing 2ชั้น 8,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-005,Dry chemical,,,หน้า Roto 9,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-011,Dry chemical,,,Bucket 1-2,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-018,Dry chemical,,,หน้าห้อง Spare Part,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-028,Dry chemical,,,Maggazine 14,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-037,Dry chemical,,,หน้าห้องจ่ายปูนผง K 6,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-046,Dry chemical,,,หน้าช่องจ่ายที่ 8,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-051,Dry chemical,,,หน้าช่องจ่ายที่ 33,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-052,Dry chemical,,,หน้าช่องจ่ายที่ 33,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-054,Dry chemical,,,warehouse floor 2,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-EE-008,Non CFC,,,ห้อง Sup k 6,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-EE-014,Non CFC,,,Sup Bagmaking k 5,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-HRF-BMP-001,CO2,,,ชั้น 4 ที่เก็บถุงด้านหน้า K5,Packaging K5ชั้น 4,Packaging,
log,extinguisher,thailand,th,LOG-HRF-BMP-007,CO2,,,ชั้น 4 บริเวณเครื่อง Tuber K5,Packaging K5ชั้น 4,Packaging,
log,extinguisher,thailand,th,LOG-DRF-BMP-004,Dry chemical,,,ชั้น 4 ที่เก็บถุงด้านหน้า K5,Packaging K5ชั้น 4,Packaging,
log,extinguisher,thailand,th,LOG-DRF-BMP-013,Dry chemical,,,ชั้น 4 ข้างกำแพง ด้านในที่เก็บถุง K6,Packaging K6ชั้น 1,Packaging,
log,extinguisher,thailand,th,LOG-DRF-BMP-019,Dry chemical,,,ชั้น 1 เสาด้านในอาคารเก็บม้วนกระดาษ ตรงจุดเก็บถุง,Packaging K5ชั้น 4,Packaging,
log,extinguisher,thailand,th,LOG-FHC-PP3-001,Fire Pump,,,ช้น1หน้าห้องเก็บม้วนK5,Packaging K5,Packing,
log,extinguisher,thailand,th,LOG-FHC-PP3-005,Fire Pump,,,ชั้น4หน้าทางเข้าแผนกผลิตถุง K5,Packaging K5,Packing,
log,extinguisher,thailand,th,LOG-FE-LA-02,Dry Chemical,,,ห้องทดสอบก้อนตัวอย่าง,"ESB, Lab Amatacity",CTC,
log,extinguisher,thailand,th,LOG-FE-UD-O1,Dry Chemical,,,ห้องทดสอบก้อนตัวอย่าง,"Udonthani, Lab UdonThani",CTC,
log,extinguisher,thailand,th,LOG-FE.OB.2.04,Dry Chemical,,,ทางเข้าสำนักงาน,"ITSC, Metro",CTC,
log,extinguisher,thailand,th,LOG-FE.TC.1.03,CO2,,,ห้องโชว์รูม,"ITSC, Metro",CTC,
log,extinguisher,thailand,th,LOG-FE.TC.1.04-1,CO2,,,หน้าห้องลาดหลุมแก้ว,"ITSC, Metro",CTC,
log,extinguisher,thailand,th,LOG-FE.TC.2.05,CO2,,,ห้องประชุมปทุม 1,"ITSC, Metro",CTC,
log,extinguisher,thailand,th,LOG-FE.SP.0.01,Dry Chemical,,,ถังสำรอง จัดเก็บอาคารโกดัง,"ITSC, Metro",CTC,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-013,Dry chemical,,,ทางเดินชั้น 3,office ชั้น 3,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-018,Dry chemical,,,,ซ่่อมบำรุง,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-020,Foam,,,,ห้้องเก็บน้ำมัน,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-036,BF2000,,,,งานPM,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-PK-PLOC.021,Non CFC,,,ห้องชั่งรถยนต์โรงงาน 1,ห้องชั่ง รง. 1ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PLOC.037,Dry chemical,,,ป้อม รปภ.,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PLOC.039,Dry chemical,,,อาคาร Y ชั้น 2,ศบล.ชั้น 2,Dispatching,
log,extinguisher,thailand,th,LOG-PLOC.041,Dry chemical,,,ร้านที่ 6 ร้านขายข้าวขาหมู,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PLOC.050,Dry chemical,,,ร้านที่ 1 ร้านขายของมินิมาร์ท,ศบล.ชั้น 1,Dispatching,
log,extinguisher,thailand,th,LOG-PP2-1-013,Dry chemical,,,ข้างห้อง Compressor Silo T1.,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-1-043,CO2,,,ข้างห้องเก็บน้ำมันดีเซล,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-1-044,CO2,,,ข้างห้องเก็บน้ำมันดีเซล,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-1-047,Dry chemical,,,หน้าห้องเก็บน้ำมันหล่อลื่น,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-1-055,Dry chemical,,,เสาด้านหลังจุดจอดรถ Forklift,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-1-059,Dry chemical,,,หน้าประตูห้องเก็บ Sparepart ซ่อม,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-PP2-4-071,Dry chemical,,,เสาหน้าเครื่อง Magazine Line 10,Packing 2ชั้น 4,Packing,
log,extinguisher,thailand,th,LOG-PP2-6-075,Dry chemical,,,ติดประตูทางเข้าชั้นที่ 6,Packing 2ชั้น 6,Packing,
log,extinguisher,thailand,th,LOG-DRF-BMP2-07,Dry chemical,,,อาคารเก็บม้วนกระดาษ เสาที่10 Packing2,Packing 2ชั้น 1,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-003,Dry chemical,,,หน้า Roto 5,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-013,Dry chemical,,,Maggazine 2,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-030,Dry chemical,,,Maggazine 18,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-031,Dry chemical,,,หน้าห้อง Compressor,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-033,Dry chemical,,,หน้าห้อง Compressor,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-038,Dry chemical,,,Stock PP Bag ชั้น 2 k 6,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-PP3-039,Dry chemical,,,ป้อมรปภ,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-EE-002,Non CFC,,,ห้อง Sup k 5,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-EE-004,Non CFC,,,ห้อง Sup k 5,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-EE-020,CO2,,,Sup Mixing plant,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-DFR-ME3-003,Dry chemical,,,WORKSHOP Packing 3,Packing 3ชั้น,Packing,
log,extinguisher,thailand,th,LOG-HRF-BMP-004,CO2,,,ชั้น 4 บริเวณเครื่อง Bottomer K5,Packaging K5ชั้น 4,Packaging,
log,extinguisher,thailand,th,LOG-DRF-BMP-011,Dry chemical,,,ชั้น 1 ด้านหน้าทางเข้าห้องเก็บถุงชั้นล่าง K6,Packaging K6ชั้น 1,Packaging,
log,extinguisher,thailand,th,LOG-FHC-PP3-002,Fire Pump,,,ชั้น4ภายในแผนกผลิตถุงK5 Tuber 1,Packaging K5,Packing,
log,extinguisher,thailand,th,LOG-FHC-PP3-011,Fire Pump,,,ชั้น4Magazine18 K6,Packaging K6,Packing,
log,extinguisher,thailand,th,LOG-FHC-BMP2-04,สายฉีดน้ำดับเพลิง,,,อาคารเก็บม้วนกระดาษ,Packing 2,Packing,
log,extinguisher,thailand,th,LOG-FE-LB-04,Dry Chemical,,,หน้าห้องออกผลทดสอบ,"EBKK, Lab Bangna",CTC,
log,extinguisher,thailand,th,LOG-FE.OB.3.07,Dry Chemical,,,ฝั่งซ้ายเข้าห้องพนักงาน,"ITSC, Metro",CTC,
log,extinguisher,thailand,th,LOG-KDC-FE-003,Dry chemical,,,คลัง B ข้างประตู,คลังสินค้าขอนแก่น ชั้น 1,คลังสินค้าขอนแก่น,
log,extinguisher,thailand,th,LOG-UDC-FE-001,Dry chemical,,,ออฟฟิศ ชั้นล่าง,คลังสินค้าอุดรธานี ชั้น 1,คลังสินค้าอุดรธานี,
log,extinguisher,thailand,th,LOG-SCCC-MHE-003,Dry chemical,,,ออฟฟิตคลังพาเลท,คลังพาเลท ชั้น 1,คลังพาเลท,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-001,BF2000,,,หน้าสำนักงานจัดส่ง,office ชั้น 1,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
log,extinguisher,thailand,th,LOG-OL-SRT-FE-004,BF2000,,,หน้าสำนักงานขาย,office ชั้น 1,ศูนย์กระจายสินค้าสุราษฎร์ธานี,
