site,type,country,bu,id,kind,owner,place,holder,registerDate,status
cmic,extinguisher,cambodia,cmic,CMIC-AC-03,ABC Powder,Air Compressor Room,Air Compressor Clinker,Air Compressor Room,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-15,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-EVE-04,ABC Powder,EVE,EVE,EVE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-EVE-11,CO₂,EVE,EVE,EVE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-06,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-07,ABC Powder,Admin Building,"Admin Building, 1F",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-08,CO₂,Admin Building,"Admin Building, 1F",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-06,BC Powder,Accomodation,Building A106,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-14,BC Powder,Accomodation,Building C102,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-21,BC Powder,Accomodation,Building D101,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-24,BC Powder,Accomodation,Building D104,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-25,BC Powder,Accomodation,Building D105,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-28,BC Powder,Accomodation,Building D108,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-40,BC Powder,Accomodation,Building D204,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-43,BC Powder,Accomodation,Building D207,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-52,BC Powder,Accomodation,Building D216,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-66,ABC Powder,Accomodation,Building J07,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-68,ABC Powder,Accomodation,Building M02,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-05,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QA-07,ABC Powder,QA,Physical Laboratory,QA,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-02,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-06,ABC Powder,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-13,ABC Powder,CCR Building,Ground Floor,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-16,ABC Powder,CCR Building,Ground Floor,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-17,CO₂,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-02,CO₂,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-13,CO₂,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-19,CO₂,WHR,Cooling Tower,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-21,ABC Powder,WHR,Cooling Tower,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-27,CO₂,WHR,Water Treatment,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-28,CO₂,WHR,Water Treatment,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-03,ABC Powder,Packing Plant,"Empty Bag Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-07,ABC Powder,Packing Plant,"Empty Bag Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-12,ABC Powder,Packing Plant,"Empty Bag Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-15,ABC Powder,Packing Plant,"Truck Loading Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-18,ABC Powder,Packing Plant,"Truck Loading Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-26,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-31,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-01,ABC Powder,Kiln,ID Fan (441-FN1),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-16,ABC Powder,Cement Mill,531-BC1- Drive Plley,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-18,ABC Powder,Cement Mill,Under Bin 3,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-25,ABC Powder,Cement Mill,"561-BE1, RF1",Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-29,ABC Powder,Cement Mill,"561-BC2,BE1",Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-10,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-24,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-25,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-33,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-37,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-56,ABC Powder,Coal Mill,Belt Conveyor L21-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-73,ABC Powder,Coal Mill,Belt Conveyor L21-BC3,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-78,ABC Powder,Coal Mill,Raw Coal Bin L21-2B1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-87,ABC Powder,Coal Mill,"Screw Conveyor L61-SC1,2,3&4",Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-AC-08,CO₂,Air Compressor Room,Air Compressor Crusher ,Air Compressor Room,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-10,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-11,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-21,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-EVE-06,CO₂,EVE,EVE,EVE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-01,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-03,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-11,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-17,ABC Powder,Admin Building,Parking  P9,Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-04,BC Powder,Accomodation,Building A104,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-08,BC Powder,Accomodation,Building B102,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-17,BC Powder,Accomodation,Building C105,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-26,ABC Powder,Accomodation,Building D106,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-31,BC Powder,Accomodation,Building D111,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-33,BC Powder,Accomodation,Building D113,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-34,BC Powder,Accomodation,Building D114,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-46,BC Powder,Accomodation,Building D210,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-53,CO₂,Accomodation,Building D (Outside),Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-62,ABC Powder,Accomodation,Building H01,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-64,ABC Powder,Accomodation,Building I01,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-70,ABC Powder,Accomodation,Building M04,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-78,BC Powder,Accomodation,Laundry Area,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-01,CO₂,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QA-01,ABC Powder,QA,CCR Laboratory,QA,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-10,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-14,CO₂,Logistic,Logistic WB Inbound,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-04,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-05,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-09,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-12,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-11,ABC Powder,CCR Building,Ground Floor,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-01,CO₂,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-05,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-25,CO₂,WHR,Water Treatment,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-29,CO₂,WHR,AQC Boiler,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-30,ABC Powder,WHR,Cement Cooling,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-34,ABC Powder,WHR,Chemical mixing Room,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-01,ABC Powder,Packing Plant,"Packing Office, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-02,ABC Powder,Packing Plant,"Packing Office, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-09,ABC Powder,Packing Plant,"Empty Bag Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-19,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-37,ABC Powder,Packing Plant,"Belt WH 672, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-06,ABC Powder,Raw Mill,Raw Mill Fan,Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-08,ABC Powder,Raw Mill,Feed Bin,Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-04,ABC Powder,Kiln,ID Fan (441-FN1),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-06,ABC Powder,Kiln,"Pfister Calciner (451-PF1),",Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-12,ABC Powder,Kiln,Lubrication Room 461 - LQ1,Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-14,ABC Powder,Kiln,Pfister Burner (481-PF1),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-15,ABC Powder,Kiln,Pfister Burner (481-PF1),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-21,ABC Powder,Kiln,Burner Plateform,Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CR-06,ABC Powder,Crusher,241-CZ1,Crusher,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-11,CO₂,Cement Mill,Cement Mill Lubrication Room,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-28,ABC Powder,Cement Mill,Under feed Bin,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-08,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-11,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-12,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-27,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-41,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-44,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-59,ABC Powder,Coal Mill,Belt Conveyor L21-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-60,ABC Powder,Coal Mill,Belt Conveyor L21-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-61,ABC Powder,Coal Mill,Belt Conveyor L21-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-63,ABC Powder,Coal Mill,Belt Conveyor L21-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-64,ABC Powder,Coal Mill,Belt Conveyor L21-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-69,ABC Powder,Coal Mill,Belt Conveyor L21-BC2,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-83,ABC Powder,Coal Mill,Rotary Feeder L61-RF1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-AC-06,CO₂,Air Compressor Room,Air Compressor Packing,Air Compressor Room,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-06,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-08,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-16,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-20,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-22,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-23,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-26,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LR-03,CO₂,Preventive Maintenance,Lubrication Room,Preventive Maintenance,,Active
cmic,extinguisher,cambodia,cmic,CMIC-EVE-08,ABC Powder,EVE,EVE,EVE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-EVE-10,CO₂,EVE,EVE,EVE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-09,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-12,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-02,CO₂,Admin Building,"Admin Building, GF",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-05,ABC Powder,Admin Building,"Admin Building, 1F",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-20,BC Powder,Accomodation,Building C108,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-22,BC Powder,Accomodation,Building D102,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-32,BC Powder,Accomodation,Building D112,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-36,BC Powder,Accomodation,Building D116,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-37,ABC Powder,Accomodation,Building D201,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-44,BC Powder,Accomodation,Building D208,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-45,BC Powder,Accomodation,Building D209,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-48,BC Powder,Accomodation,Building D212,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-59,ABC Powder,Accomodation,Building F01,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-71,ABC Powder,Accomodation,Building M05,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-08,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-15,ABC Powder,Quarry,Diesel Tank,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-19,ABC Powder,Quarry,CAT Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-LG-07,ABC Powder,Logistic,Cement Warehouse,Logistic,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-03,ABC Powder,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-04,ABC Powder,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-09,ABC Powder,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-10,ABC Powder,CCR Building,Ground Floor,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-12,CO₂,CCR Building,Ground Floor,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-21,CO₂,CCR Building,Ground Floor,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-04,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-07,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-10,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-11,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-18,ABC Powder,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-23,CO₂,WHR,Diesel Generator,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-26,CO₂,WHR,Water Treatment,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-32,ABC Powder,WHR,Pump House Room,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-11,ABC Powder,Packing Plant,"Empty Bag Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-28,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-41,ABC Powder,Packing Plant,"Belt WH 676, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-04,ABC Powder,Raw Mill,Lubrication Room,Raw Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-02,ABC Powder,Kiln,ID Fan (441-FN1),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-10,ABC Powder,Kiln,Root Blower (451-BL 1& 2),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-17,ABC Powder,Kiln,Root Blower (481- BL 1&2),Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-22,ABC Powder,Kiln,Burner Plateform,Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-KN-25,CO₂,Kiln,Diesel Pump Station,Kiln,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CR-09,CO₂,Crusher,291-ST1,Crusher,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CR-11,ABC Powder,Crusher,241-VS1,Crusher,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-04,ABC Powder,Cement Mill,511-BCB (Drive Pulley),Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-07,ABC Powder,Cement Mill,511-BC1 (Drive Pulley),Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CM-13,ABC Powder,Cement Mill,Cement Mill Lubrication Room,Cement Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-09,ABC Powder,Coal Mill,Belt Conveyor L11-BC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-16,ABC Powder,Coal Mill,Coal Crusher L11-RC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-21,ABC Powder,Coal Mill,Coal Crusher L11-RC1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-40,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoS-50,ABC Powder,Coal Mill,Coal Storage,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-74,ABC Powder,Coal Mill,Belt Conveyor L21-BC3,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CoM-93,ABC Powder,Coal Mill,Fan L61-FN1,Coal Mill,,Active
cmic,extinguisher,cambodia,cmic,CMIC-AC-01,ABC Powder,Air Compressor Room,Air Compressor Raw Mill,Air Compressor Room,,Active
cmic,extinguisher,cambodia,cmic,CMIC-AC-05,ABC Powder,Air Compressor Room,Air Compressor Packing,Air Compressor Room,,Active
cmic,extinguisher,cambodia,cmic,CMIC-AC-07,ABC Powder,Air Compressor Room,Air Compressor Crusher ,Air Compressor Room,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-05,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-27,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-29,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-35,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-MN-36,ABC Powder,Maintenance Workshop,Maintenance Workshop,Maintenance Workshop,,Active
cmic,extinguisher,cambodia,cmic,CMIC-EVE-01,ABC Powder,EVE,EVE,EVE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-EVE-03,ABC Powder,EVE,EVE,EVE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-EVE-07,CO₂,EVE,EVE,EVE,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CN-07,ABC Powder,Canteen,Canteen,Canteen,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-01,ABC Powder,Admin Building,"Admin Building, GF",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-09,ABC Powder,Admin Building,"Admin Building, 2F",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-12,CO₂,Admin Building,"Admin Building, 2F",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ADM-13,ABC Powder,Admin Building,"Admin Building, Parking East",Admin Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-11,BC Powder,Accomodation,Building B105,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-13,BC Powder,Accomodation,Building C101,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-50,BC Powder,Accomodation,Building D214,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-55,ABC Powder,Accomodation,Dining Building (Outside),Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-56,ABC Powder,Accomodation,Dining Building (Inside),Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-57,ABC Powder,Accomodation,Dining Building (Inside),Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-73,ABC Powder,Accomodation,Building L01,Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-ACC-75,ABC Powder,Accomodation,"BBQ, N/A",Accomodation,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-06,CO₂,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-13,ABC Powder,Quarry,Quarry Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-QW-27,CO₂,Quarry,CAT Workshop,Quarry,,Active
cmic,extinguisher,cambodia,cmic,CMIC-SCP-02,CO₂,Securithy (OH&S),P4 Main Security Post,Securithy (OH&S),,Active
cmic,extinguisher,cambodia,cmic,CMIC-CIN-01,ABC Powder,OH&S,Clinic,OH&S,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-08,ABC Powder,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-14,ABC Powder,CCR Building,Ground Floor,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-15,ABC Powder,CCR Building,Ground Floor,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-CCR-18,CO₂,CCR Building,First Floor ,CCR Building,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-16,CO₂,WHR,Turbine and Generator Buildng,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-WHR-31,ABC Powder,WHR,Pump House Room,WHR,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-04,ABC Powder,Packing Plant,"Empty Bag Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-13,ABC Powder,Packing Plant,"Truck Loading Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-17,ABC Powder,Packing Plant,"Truck Loading Area, Groundfloor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-21,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-23,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-29,ABC Powder,Packing Plant,"Packer Area, First Floor",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-PK-42,ABC Powder,Packing Plant,"Packing Plant Workshop, GF",Packing Plant,,Active
cmic,extinguisher,cambodia,cmic,CMIC-RM-05,ABC Powder,Raw Mill,Lubrication Room,Raw Mill,,Active
